date,Battery (Charging) -  MW,Exports -  MW,Imports -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Battery (Discharging) -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2022-06-02 18:30,-0.79,-21.14,41.77,210.87,385.50,695.13,295.77,174.40,23.96,199.57,0.00,0.07,12.50,NaN,917.70
2022-06-02 19:00,-0.36,-56.00,1.25,211.25,386.67,695.27,342.92,174.12,19.90,209.53,0.00,0.00,12.33,NaN,641.50
2022-06-02 19:30,-6.03,-55.11,0.00,210.53,388.67,696.58,405.10,174.97,6.55,226.55,0.00,0.00,12.28,NaN,641.50
2022-06-02 20:00,-1.10,-103.13,0.00,211.05,389.17,697.52,363.43,175.10,6.71,265.07,0.00,0.00,12.13,NaN,634.80
2022-06-02 20:30,-6.48,-200.80,0.00,209.88,387.33,697.42,359.23,174.57,0.50,347.45,0.00,0.00,11.99,NaN,664.10
2022-06-02 21:00,-6.10,-283.23,0.00,171.07,387.67,696.03,342.45,175.02,5.45,446.92,0.00,0.00,11.75,NaN,604.90
2022-06-02 21:30,-4.49,-277.78,0.00,142.67,383.00,678.70,304.62,168.63,3.23,493.97,0.00,0.00,11.70,NaN,421.40
2022-06-02 22:00,-3.08,-251.17,0.00,139.13,342.50,683.13,218.98,166.00,11.41,532.88,0.00,0.00,11.69,NaN,431.20
2022-06-02 22:30,-0.14,-289.25,0.00,125.17,344.33,683.37,113.64,168.15,34.80,566.20,0.00,0.00,11.62,NaN,412.60
2022-06-02 23:00,-1.24,-468.77,0.00,118.55,339.00,684.13,99.63,173.28,7.98,679.70,0.00,0.00,11.60,NaN,413.20
2022-06-02 23:30,-2.71,-528.52,0.00,53.13,333.83,682.43,99.59,173.47,3.73,806.92,0.00,0.00,11.58,NaN,380.00
2022-06-03 00:00,-10.35,-479.98,0.00,54.45,333.67,680.93,100.03,168.72,4.57,829.03,0.00,0.00,11.45,NaN,380.00
2022-06-03 00:30,-4.65,-506.73,0.00,72.27,331.00,679.77,99.63,173.70,1.72,808.13,0.00,0.00,11.54,NaN,380.00
2022-06-03 01:00,-7.06,-444.37,0.00,40.96,296.50,680.60,94.83,175.02,3.65,788.28,0.00,0.00,11.35,NaN,360.20
2022-06-03 01:30,-4.20,-475.82,0.00,54.75,275.17,679.63,41.91,168.10,3.40,795.98,0.00,0.00,11.29,NaN,380.00
2022-06-03 02:00,-1.95,-412.98,0.00,51.50,240.67,681.30,42.09,144.15,16.22,785.60,0.00,0.00,11.20,NaN,380.00
2022-06-03 02:30,-19.52,-165.84,0.00,20.86,175.83,632.17,42.20,0.00,2.36,767.82,0.00,0.00,11.02,NaN,348.50
2022-06-03 03:00,-44.56,-78.93,1.47,19.96,139.00,585.00,42.15,0.00,0.75,732.37,0.00,0.00,10.81,NaN,343.00
2022-06-03 03:30,-49.41,-56.54,0.00,18.65,135.00,537.80,41.96,0.00,0.33,672.98,0.00,0.00,10.56,NaN,251.60
2022-06-03 04:00,-17.98,-151.63,0.00,17.88,153.67,582.92,41.96,0.00,3.31,677.73,0.00,0.00,10.58,NaN,344.40
2022-06-03 04:30,-9.87,-179.08,0.00,16.76,123.33,590.95,41.95,0.00,5.57,660.48,0.00,0.00,10.52,NaN,334.80
2022-06-03 05:00,-2.83,-234.58,0.00,19.62,150.17,661.30,42.03,0.00,6.74,612.43,0.00,0.00,10.50,NaN,333.50
2022-06-03 05:30,-2.37,-314.75,0.00,28.66,223.50,663.02,41.88,12.88,0.98,617.62,0.00,0.00,10.50,NaN,387.30
2022-06-03 06:00,-45.92,-295.60,0.00,16.65,167.17,661.03,41.97,125.15,0.00,698.95,0.00,0.00,10.50,NaN,337.80
2022-06-03 06:30,-13.80,-280.93,0.00,18.08,168.17,661.18,42.04,104.72,9.56,749.45,0.00,0.00,10.50,NaN,342.10
2022-06-03 07:00,-0.18,-430.63,0.00,69.35,206.25,669.20,41.98,172.20,7.88,750.80,0.00,0.00,NaN,NaN,380.00
